0 4.688116
8 4.710865
16 4.575243
24 4.582808
32 4.791438
40 4.554971
48 4.720824
56 4.491731
64 4.680388
72 4.713314
80 4.544902
88 4.782676
96 4.606482
104 4.641231
112 4.520222
120 4.709287
128 4.836309
136 4.493718
144 4.685232
152 4.594944
160 4.763356
168 4.665612
176 4.554209
184 4.643299
192 4.568495
200 4.790703
208 4.536521
216 4.752852
224 4.707735
232 4.448384
240 4.728715
248 4.641367
256 4.776580
264 4.526997
272 4.596142
280 4.758077
288 4.561120
296 4.783465
304 4.521501
312 4.621884
320 4.594781
328 4.666946
336 4.749206
344 4.606019
352 4.728933
360 4.470044
368 4.699817
376 4.709667
384 4.552168
392 4.608087
400 4.548113
408 4.824744
416 4.587189
424 4.712416
432 4.602210
440 4.520004
448 4.665422
456 4.529528
464 4.849452
472 4.594645
480 4.652496
488 4.556576
496 4.571161
504 4.863929
512 4.410315
520 4.657830
528 4.639680
536 4.682456
544 4.699436
552 4.584794
560 4.782458
568 4.444111
576 4.692905
584 4.663163
592 4.617829
600 4.781125
608 4.489718
616 4.719817
624 4.591924
632 4.742185
640 4.591788
648 4.469500
656 4.800499
664 4.553284
672 4.759492
680 4.633149
688 4.661340
696 4.615625
704 4.539542
712 4.765560
720 4.567896
728 4.722076
736 4.538208
744 4.672361
752 4.812336
760 4.629720
768 4.723083
776 4.503242
784 4.724470
792 4.558644
800 4.665639
808 4.770403
816 4.556141
824 4.737532
832 4.553365
840 4.784526
848 4.586264
856 4.584196
864 4.655707
872 4.521637
880 4.860119
888 4.569039
896 4.668633
904 4.613747
912 4.597611
920 4.720334
928 4.453690
936 4.803329
944 4.538154
952 4.592822
960 4.754294
968 4.587053
976 4.758702
984 4.481854
992 4.665966
1000 4.624958
1008 4.693531
1016 4.740280
1024 4.456874
1032 4.715681
1040 4.562236
1048 4.628441
1056 4.630863
1064 4.625094
1072 4.709776
1080 4.491242
1088 4.833670
1096 4.601502
1104 4.650510
1112 4.577094
1120 4.533909
1128 4.714538
1136 4.586618
1144 4.740634
1152 4.537909
1160 4.685477
1168 4.683164
1176 4.528902
1184 4.735437
1192 4.534263
1200 4.661993
1208 4.541882
1216 4.777342
1224 4.750920
1232 4.481527
1240 4.712225
1248 4.518018
1256 4.665041
1264 4.583815
1272 4.620768
1280 4.694347
1288 4.571951
1296 4.758077
1304 4.551515
1312 4.734267
1320 4.611570
1328 4.521174
1336 4.702103
1344 4.605992
1352 4.763083
1360 4.497065
1368 4.694211
1376 4.672714
1384 4.498289
1392 4.755328
1400 4.496194
1408 4.718838
1416 4.609965
1424 4.623054
1432 4.708661
1440 4.614373
1448 4.726974
1456 4.437091
1464 4.701178
1472 4.687926
1480 4.572685
1488 4.701776
1496 4.582699
1504 4.745260
1512 4.546372
1520 4.662075
1528 4.663408
1536 4.595978
1544 4.705178
1552 4.567951
1560 4.743246
1568 4.654646
1576 4.638428
1584 4.544059
1592 4.613366
1600 4.777233
1608 4.546481
1616 4.708225
1624 4.636115
1632 4.676578
1640 4.629475
1648 4.603489
1656 4.720715
1664 4.563624
1672 4.677558
1680 4.590999
1688 4.695409
1696 4.766621
1704 4.522317
1712 4.691545
1720 4.583570
1728 4.755192
1736 4.566155
1744 4.613502
1752 4.790023
1760 4.493609
1768 4.731682
1776 4.638129
1784 4.655571
1792 4.588794
1800 4.524684
1808 4.732117
1816 4.536385
1824 4.781179
1832 4.529882
1840 4.580958
1848 4.717368
1856 4.498725
1864 4.706538
1872 4.605176
1880 4.693177
1888 4.580386
1896 4.585992
1904 4.825860
1912 4.489500
1920 4.598781
1928 4.540222
1936 4.645884
1944 4.667381
1952 4.601720
1960 4.676334
1968 4.540930
1976 4.756607
1984 4.564984
1992 4.613856
2000 4.706484
2008 4.529855
2016 4.603570
2024 4.650537
2032 4.821615
2040 4.577719
2048 4.500221
2056 4.663435
2064 4.598482
2072 4.665204
2080 4.536304
2088 4.669912
2096 4.605040
2104 4.633367
2112 4.740362
2120 4.530480
2128 4.799084
2136 4.496738
2144 4.533474
2152 4.723491
2160 4.693694
2168 4.677612
2176 4.474207
2184 4.783438
2192 4.628251
2200 4.634537
2208 4.635789
2216 4.526344
2224 4.735627
2232 4.552304
2240 4.765015
2248 4.625720
2256 4.673558
2264 4.622836
2272 4.431513
2280 4.865943
2288 4.616278
2296 4.639516
2304 4.605339
2312 4.655598
2320 4.732770
2328 4.504004
2336 4.774893
2344 4.539705
2352 4.644632
2360 4.716498
2368 4.644632
2376 4.742757
2384 4.545256
2392 4.651762
2400 4.521419
2408 4.732716
2416 4.743791
2424 4.542154
2432 4.742811
2440 4.651190
2448 4.664714
2456 4.573747
2464 4.679817
2472 4.614455
2480 4.533719
2488 4.802649
2496 4.673558
2504 4.764662
2512 4.572604
2520 4.592441
2528 4.655925
2536 4.633748
2544 4.735654
2552 4.471377
2560 4.746321
2568 4.671572
2576 4.582781
2584 4.769315
2592 4.549039
2600 4.674946
2608 4.478806
2616 4.751355
2624 4.727545
2632 4.569719
2640 4.712008
2648 4.475377
2656 4.769750
2664 4.662946
2672 4.642972
2680 4.602046
2688 4.598509
2696 4.789778
2704 4.473391
2712 4.794295
2720 4.611870
2728 4.512956
2736 4.684851
2744 4.639843
2752 4.820010
2760 4.486207
2768 4.632414
2776 4.637857
2784 4.565964
2792 4.781125
2800 4.510616
2808 4.634319
2816 4.572876
2824 4.683844
2832 4.615516
2840 4.669014
2848 4.713858
2856 4.401662
2864 4.735409
2872 4.642455
2880 4.661884
2888 4.602836
2896 4.523433
2904 4.770349
2912 4.589502
2920 4.822812
2928 4.546562
2936 4.569338
2944 4.689830
2952 4.545229
2960 4.737858
2968 4.557692
2976 4.695273
2984 4.498779
2992 4.691137
3000 4.830921
3008 4.481908
3016 4.676959
3024 4.529474
3032 4.718239
3040 4.697450
3048 4.641312
3056 4.685613
3064 4.496276
3072 4.741423
3080 4.624033
3088 4.642700
3096 4.700497
3104 4.550454
3112 4.661231
3120 4.637421
3128 4.838214
3136 4.548603
3144 4.576957
3152 4.662701
3160 4.593366
3168 4.756117
3176 4.632741
3184 4.668850
3192 4.579162
3200 4.639925
3208 4.721260
3216 4.531025
3224 4.718049
3232 4.573583
3240 4.653639
3248 4.757233
3256 4.676742
3264 4.655054
3272 4.532630
3280 4.731709
3288 4.593611
3296 4.696933
3304 4.726239
3312 4.575815
3320 4.691463
3328 4.618074
3336 4.749314
3344 4.569393
3352 4.605366
3360 4.633258
3368 4.605557
3376 4.862133
3384 4.615761
3392 4.661775
3400 4.592849
3408 4.654347
3416 4.674211
3424 4.607380
3432 4.783628
3440 4.525174
3448 4.669667
3456 4.673422
3464 4.663218
3472 4.737695
3480 4.501364
3488 4.714838
3496 4.594645
3504 4.731137
3512 4.679436
3520 4.489745
3528 4.701368
3536 4.595244
3544 4.660578
3552 4.636959
3560 4.649911
3568 4.611325
3576 4.551406
3584 4.782757
3592 4.610727
3600 4.674919
3608 4.551460
3616 4.558046
3624 4.776880
3632 4.600114
3640 4.707627
3648 4.495786
3656 4.637584
3664 4.657748
3672 4.490616
3680 4.735709
3688 4.590182
3696 4.624414
3704 4.568685
3712 4.744906
3720 4.719545
3728 4.522725
3736 4.615516
3744 4.435839
3752 4.772852
3760 4.627707
3768 4.565529
3776 4.633748
3784 4.581611
3792 4.766975
3800 4.461200
3808 4.718321
3816 4.564195
3824 4.516358
3832 4.714729
3840 4.637013
3848 4.816717
3856 4.482452
3864 4.630237
3872 4.637612
3880 4.542644
3888 4.792962
3896 4.457064
3904 4.689150
3912 4.566481
3920 4.694347
3928 4.722729
3936 4.591461
3944 4.701341
3952 4.459676
3960 4.748117
3968 4.697776
3976 4.613856
3984 4.649204
3992 4.538453
4000 4.786866
4008 4.522426
4016 4.707844
4024 4.636169
4032 4.594454
4040 4.717069
4048 4.582209
4056 4.804200
4064 4.602074
4072 4.626836
4080 4.606672
4088 4.636278
4096 4.803465
4104 4.523514
4112 4.695109
4120 4.603189
4128 4.700497
4136 4.700089
4144 4.546154
4152 4.744335
4160 4.568468
4168 4.706565
4176 4.654319
4184 4.710593
4192 4.733178
4200 4.515106
4208 4.726294
4216 4.590101
4224 4.748852
4232 4.591243
4240 4.607189
4248 4.763628
4256 4.610264
4264 4.735872
4272 4.570046
4280 4.708089
4288 4.632877
4296 4.585937
4304 4.767192
4312 4.617366
4320 4.749886
4328 4.526889
4336 4.696606
4344 4.729015
4352 4.583651
4360 4.719436
4368 4.499024
4376 4.811003
4384 4.598645
4392 4.667735
4400 4.705559
4408 4.527514
4416 4.749886
4424 4.504657
4432 4.787791
4440 4.657530
4448 4.615543
4456 4.698103
4464 4.562318
4472 4.769533
4480 4.419784
4488 4.672796
4496 4.631680
4504 4.580196
4512 4.702402
4520 4.572413
4528 4.789723
4536 4.526589
4544 4.613802
4552 4.609013
4560 4.567243
4568 4.717586
4576 4.473935
4584 4.751655
4592 4.644061
4600 4.653911
4608 4.560712
4616 4.521310
4624 4.788744
4632 4.407186
4640 4.652741
4648 4.613557
4656 4.666946
4664 4.725749
4672 4.402995
4680 4.759274
4688 4.490180
4696 4.713259
4704 4.533637
4712 4.559842
4720 4.756362
4728 4.489799
4736 4.728226
4744 4.514208
4752 4.722430
4760 4.573855
4768 4.506398
4776 4.835003
4784 4.532712
4792 4.748063
4800 4.495269
4808 4.603951
4816 4.680361
4824 4.549828
4832 4.738593
4840 4.496276
4848 4.768798
4856 4.532358
4864 4.614210
4872 4.704198
4880 4.491623
4888 4.658456
4896 4.562644
4904 4.796853
4912 4.637448
4920 4.602536
4928 4.691463
4936 4.552195
4944 4.714838
4952 4.540603
4960 4.676143
4968 4.646210
4976 4.613013
4984 4.710919
4992 4.566427
5000 4.794431
5008 4.546617
5016 4.593230
5024 4.711055
5032 4.615815
5040 4.711817
5048 4.566481
5056 4.731763
5064 4.614863
5072 4.631816
5080 4.727464
5088 4.593910
5096 4.719055
5104 4.549801
5112 4.717123
5120 4.662592
5128 4.679789
5136 4.685803
5144 4.541256
5152 4.822295
5160 4.640414
5168 4.641095
5176 4.622401
5184 4.647435
5192 4.724987
5200 4.573828
5208 4.809506
5216 4.599298
5224 4.660524
5232 4.658673
5240 4.606917
5248 4.828091
5256 4.589094
5264 4.690647
5272 4.573039
5280 4.707708
5288 4.744008
5296 4.509256
5304 4.722919
5312 4.607489
5320 4.704742
5328 4.666646
5336 4.680116
5344 4.680497
5352 4.541692
5360 4.721396
5368 4.588522
5376 4.703001
5384 4.655245
5392 4.581012
5400 4.664850
5408 4.650129
5416 4.702565
5424 4.515514
5432 4.652333
5440 4.641231
5448 4.565774
5456 4.791873
5464 4.639870
5472 4.671599
5480 4.487704
5488 4.661612
5496 4.714130
5504 4.541147
5512 4.713368
5520 4.474806
5528 4.712579
5536 4.674320
5544 4.594264
5552 4.640251
5560 4.496085
5568 4.740226
5576 4.436275
5584 4.747328
5592 4.706021
5600 4.526208
5608 4.640387
5616 4.522834
5624 4.739355
5632 4.535134
5640 4.601502
5648 4.580794
5656 4.553746
5664 4.875086
5672 4.522507
5680 4.611924
5688 4.571434
5696 4.589448
5704 4.675245
5712 4.550290
5720 4.832200
5728 4.429417
5736 4.648632
5744 4.716851
5752 4.545936
5760 4.683055
5768 4.429798
5776 4.695082
5784 4.587407
5792 4.740335
5800 4.667327
5808 4.534916
5816 4.707654
5824 4.528467
5832 4.697967
5840 4.644142
5848 4.657558
5856 4.544413
5864 4.592631
5872 4.818132
5880 4.521609
5888 4.681694
5896 4.560984
5904 4.619217
5912 4.692796
5920 4.632360
5928 4.718647
5936 4.553937
5944 4.707872
5952 4.641258
5960 4.659435
5968 4.771220
5976 4.556767
5984 4.633884
5992 4.607271
6000 4.803982
6008 4.641911
6016 4.578617
6024 4.728090
6032 4.570563
6040 4.777914
6048 4.648306
6056 4.682755
6064 4.656877
6072 4.579243
6080 4.768879
